width,height,ratio
68.7660654339261,0.743382919183424,0.010810316316522482
68.34756214295314,0.5461412642932996,0.007990647320397639
68.26597875823552,0.47371071787511854,0.00693919176860803
66.92236429829501,0.2719191603747263,0.004063203134346735
64.87901786871552,0.07538212989536429,0.0011618876544632981
65.794535967737,0.14809057456501257,0.002250803541461714
64.42820884836777,0.4248685711039538,0.006594449522939321
64.5832732559735,0.4823393132247626,0.007468486636052465
64.84525437195369,0.7067311267251511,0.010898733200602887
63.45619451939634,7.6621491122734815,0.1207470629196245
64.66997260633039,14.666328491149505,0.22678730019616328
64.94343641252443,19.739069454825653,0.30394248511030353
64.55680893963404,21.152055465673943,0.3276502635911398
64.62012785071532,20.780501753359943,0.32157939707836575
65.02579379927552,19.85330708519565,0.30531433643824035
64.71317503669417,19.07086643018485,0.2946983580912409
65.16358906250673,18.38924643745148,0.2822012522946212
65.9819944153207,18.15716653451279,0.27518365722962723
66.62757258137157,16.910972100598645,0.25381342056166684
67.15651186373975,15.888959008167987,0.23659595424501217
67.48159912569035,15.960263879827746,0.2365128284838118
67.39193109785259,17.121908854985254,0.25406467177983616
67.23967935056504,23.373028459074163,0.34760767280306415
66.78842504693283,28.082313305891553,0.4204667692965938
66.36021637789746,29.167607059876428,0.4395345381904339
65.78911155094079,26.482196130098142,0.4025315968827587
65.55159238273254,16.602159352677752,0.2532685896590219
66.13756681494336,8.782840932523408,0.13279655353965913
66.35173814715618,5.534159105219351,0.08340639235321289
66.35068295110818,5.000049774587382,0.07535792477481759
66.8024152744879,5.354054591262205,0.08014761995150405
67.20245790778266,4.655929477212054,0.06928213077564913
67.70579242441963,4.743796051740426,0.07006484795279448
67.66635419986066,4.568303864464387,0.06751219152389024
67.44981075883258,3.7537560288864116,0.05565258058777957
67.32755782203654,3.2024803127632335,0.04756566874485756
67.24757719753121,2.480132725121166,0.03688062571884324
67.14350930203537,2.089855460978645,0.031125204546246347
67.14055944607016,1.9546078687496902,0.029112177272215097
67.11249315936136,2.022055178975224,0.03012934080952366
67.03803578900794,1.9200565993579193,0.028641301564995232
66.95397717222139,1.8221971758334032,0.027215667429976314
66.83453208717522,1.7588651679095268,0.026316712528418117
66.71354541255916,1.7723436886790276,0.026566474285226266
66.56556531512629,1.5828282985948794,0.023778485033540294
65.8551630091586,1.4907172603359973,0.0226363005149449
65.53016385430018,1.468069560404831,0.022402958791144456
65.63012132334144,1.3068847648511306,0.019912880526495924
65.6472527261637,1.2827430644364861,0.0195399352016638
65.77604790663418,1.3234754679844218,0.020120933228810423
65.859110806324,1.2636838624335924,0.019187684846668922
65.75234169738346,1.155831582311265,0.01757856150022502
65.28827923656867,1.0681169836847422,0.016360011263499168
65.06769534223969,1.0129702337389108,0.015567943945316375
65.14426975024884,0.9656841566806914,0.014823777446319485
65.46620223393806,0.9382182875421503,0.014331338240600925
65.56848385549667,0.95354095995252,0.014542672087004247
65.59905601124262,0.9539938591630629,0.014542798588436451
65.67211946942875,0.9328926026480744,0.014205306760083301
65.8328178102208,1.0126809139692223,0.015382615352855209
66.03234844128964,1.0417791545034965,0.015776799994168887
