width,height,ratio
67.72175748087427,1.0933682514446121,0.016145007042284706
67.74096484016678,1.0897396063630755,0.01608686278582377
67.75247358526224,1.089383255127237,0.016078870592913727
67.75488509882342,1.0876499504364328,0.016052716329605584
67.74007887042363,1.0866942446115329,0.01604211661297608
67.71618084360085,1.0768856775864462,0.01590292990789972
67.56517679455006,1.0829855698044224,0.016028753585556787
67.46224216056407,1.2598673106362812,0.01867514731629766
67.36534495318537,2.135262220523775,0.031696745886295785
67.02146605343914,4.967239083529988,0.07411415142082078
66.48547029119261,6.552411834793693,0.09855404205002212
66.42424992204396,6.42677714136013,0.09675347706451558
66.34834730234299,6.241988674211418,0.0940790378058293
66.31372840033585,6.256995920499929,0.09435445829144844
66.35389638292861,6.595799523716716,0.09940334906110607
66.33815951557769,8.289409691137344,0.12495688381572909
66.59195075027415,11.173073225662069,0.1677841405722158
66.6964134158472,15.316474477900446,0.22964464944169277
66.02524278359789,19.06412978292042,0.28874001789594883
65.4532516395099,22.02658113645632,0.3365238637458356
65.44505326543272,23.623800634086365,0.3609715242842375
65.29705343744466,24.81949129286912,0.3801012447927146
65.3248646031821,25.502768704468433,0.3903991054460776
65.28640992500907,26.010464901743426,0.39840550172111205
65.19733302323965,25.098113705052782,0.38495614070757367
65.10692073386983,24.012509746186172,0.36881654784964235
65.41883435841396,17.34336292836989,0.26511268655980325
65.68009369596047,13.105433412714676,0.19953432882390518
66.16554057657561,10.884596116988224,0.16450551181382875
66.45122021272962,9.729438501609156,0.14641474559026008
66.60256256077946,10.537745230656585,0.15821831511422943
66.77124005377685,12.263271090194378,0.18366097559844133
66.61018106097418,18.489469632006195,0.2775772312505974
66.29565408106147,22.029670305631033,0.33229433529224656
65.73868159522631,23.425291827955043,0.3563395440783543
65.25393235225773,23.921805956346994,0.36659562257812833
64.91114646892822,22.69337130595034,0.349606693771974
65.16191059449618,19.303038270180707,0.2962319258915517
65.03933096517898,14.619043934471929,0.22477236031684786
65.34015391010658,11.75368422644734,0.17988455066417167
65.4290775522683,9.873960691194743,0.15091089559235935
65.56333955309302,8.183599182009353,0.1248197428287236
65.75760668553816,6.890511777095742,0.10478653534407217
65.98626610296235,5.746073531127341,0.08707984055593321
66.07567785306637,5.519582192433828,0.0835342499960094
66.24135589705114,5.165168458158351,0.07797498085917484
66.23989960831248,4.811732724871888,0.07264100267851344
66.2240511267134,4.577278949147812,0.06911807525017799
66.22191498891746,4.266144649188009,0.06442194626811937
66.16514279803799,3.935933535372758,0.059486511612115364
66.03030820567024,3.70442709371728,0.05610192038145248
65.84536681478176,3.6658433498546636,0.0556735200544393
65.76793790097432,3.7318452274512297,0.05674262180867228
65.74473366012067,3.8258734925090696,0.058192851039409736
65.74942455591264,3.943621064807014,0.059979552542751134
65.75938679102268,4.022758352278572,0.0611739030514766
65.81021037386333,4.094782092745726,0.062221075870804055
65.85889177713452,4.139777155352131,0.06285828752419755
65.85413353278703,4.157859340021688,0.0631374086480327
65.86246504460127,4.163436348432417,0.0632140984339561
